AirQualityIndex,Year,MonthNo,MonthName,Zone,Station,Value
aqi,2014,1,Jan,Northern Zone,Forest Knolls,0
aqi,2014,2,Feb,Northern Zone,Forest Knolls,0
aqi,2014,3,Mar,Northern Zone,Forest Knolls,0
aqi,2014,4,Apr,Northern Zone,Forest Knolls,0
aqi,2014,5,May,Northern Zone,Forest Knolls,0
aqi,2014,6,Jun,Northern Zone,Forest Knolls,0
aqi,2014,7,Jul,Northern Zone,Forest Knolls,0
aqi,2014,8,Aug,Northern Zone,Forest Knolls,0
aqi,2014,9,Sep,Northern Zone,Forest Knolls,0
aqi,2014,10,Oct,Northern Zone,Forest Knolls,0
aqi,2014,11,Nov,Northern Zone,Forest Knolls,0
aqi,2014,1,Jan,Northern Zone,Napa - Napa Valley College,0
aqi,2014,2,Feb,Northern Zone,Napa - Napa Valley College,0
aqi,2014,3,Mar,Northern Zone,Napa - Napa Valley College,0
aqi,2014,4,Apr,Northern Zone,Napa - Napa Valley College,0
aqi,2014,5,May,Northern Zone,Napa - Napa Valley College,0
aqi,2014,6,Jun,Northern Zone,Napa - Napa Valley College,0
aqi,2014,7,Jul,Northern Zone,Napa - Napa Valley College,0
aqi,2014,8,Aug,Northern Zone,Napa - Napa Valley College,0
aqi,2014,9,Sep,Northern Zone,Napa - Napa Valley College,0
aqi,2014,10,Oct,Northern Zone,Napa - Napa Valley College,0
aqi,2014,11,Nov,Northern Zone,Napa - Napa Valley College,0
aqi,2014,1,Jan,Northern Zone,Napa,88.0
aqi,2014,2,Feb,Northern Zone,Napa,59.0
aqi,2014,3,Mar,Northern Zone,Napa,61.0
aqi,2014,4,Apr,Northern Zone,Napa,58.0
aqi,2014,5,May,Northern Zone,Napa,69.0
aqi,2014,6,Jun,Northern Zone,Napa,67.0
aqi,2014,7,Jul,Northern Zone,Napa,56.0
aqi,2014,8,Aug,Northern Zone,Napa,65.0
aqi,2014,9,Sep,Northern Zone,Napa,75.0
aqi,2014,10,Oct,Northern Zone,Napa,53.0
aqi,2014,11,Nov,Northern Zone,Napa,70.0
aqi,2014,1,Jan,Northern Zone,San Rafael,107.0
aqi,2014,2,Feb,Northern Zone,San Rafael,61.0
aqi,2014,3,Mar,Northern Zone,San Rafael,57.0
aqi,2014,4,Apr,Northern Zone,San Rafael,63.0
aqi,2014,5,May,Northern Zone,San Rafael,64.0
aqi,2014,6,Jun,Northern Zone,San Rafael,58.0
aqi,2014,7,Jul,Northern Zone,San Rafael,51.0
aqi,2014,8,Aug,Northern Zone,San Rafael,64.0
aqi,2014,9,Sep,Northern Zone,San Rafael,76.0
aqi,2014,10,Oct,Northern Zone,San Rafael,46.0
aqi,2014,11,Nov,Northern Zone,San Rafael,82.0
aqi,2014,1,Jan,Northern Zone,Sebastopol,77.0
aqi,2014,2,Feb,Northern Zone,Sebastopol,39.0
aqi,2014,3,Mar,Northern Zone,Sebastopol,40.0
aqi,2014,4,Apr,Northern Zone,Sebastopol,45.0
aqi,2014,5,May,Northern Zone,Sebastopol,56.0
aqi,2014,6,Jun,Northern Zone,Sebastopol,68.0
aqi,2014,7,Jul,Northern Zone,Sebastopol,54.0
aqi,2014,8,Aug,Northern Zone,Sebastopol,55.0
aqi,2014,9,Sep,Northern Zone,Sebastopol,81.0
aqi,2014,10,Oct,Northern Zone,Sebastopol,40.0
aqi,2014,11,Nov,Northern Zone,Sebastopol,62.0
aqi,2014,1,Jan,Northern Zone,Vallejo,111.0
aqi,2014,2,Feb,Northern Zone,Vallejo,48.0
aqi,2014,3,Mar,Northern Zone,Vallejo,56.0
aqi,2014,4,Apr,Northern Zone,Vallejo,59.0
aqi,2014,5,May,Northern Zone,Vallejo,60.0
aqi,2014,6,Jun,Northern Zone,Vallejo,63.0
aqi,2014,7,Jul,Northern Zone,Vallejo,59.0
aqi,2014,8,Aug,Northern Zone,Vallejo,67.0
aqi,2014,9,Sep,Northern Zone,Vallejo,74.0
aqi,2014,10,Oct,Northern Zone,Vallejo,53.0
aqi,2014,11,Nov,Northern Zone,Vallejo,91.0
aqi,2014,1,Jan,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2014,2,Feb,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2014,3,Mar,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2014,4,Apr,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2014,5,May,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2014,6,Jun,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2014,7,Jul,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2014,8,Aug,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2014,9,Sep,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2014,10,Oct,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2014,11,Nov,Coast & Central Bay,Berkeley Aquatic Park,0
aqi,2014,1,Jan,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2014,2,Feb,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2014,3,Mar,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2014,4,Apr,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2014,5,May,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2014,6,Jun,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2014,7,Jul,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2014,8,Aug,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2014,9,Sep,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2014,10,Oct,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2014,11,Nov,Coast & Central Bay,Crockett - Kendall Ave.,0
aqi,2014,1,Jan,Coast & Central Bay,Laney College,40.0
aqi,2014,2,Feb,Coast & Central Bay,Laney College,57.0
aqi,2014,3,Mar,Coast & Central Bay,Laney College,55.0
aqi,2014,4,Apr,Coast & Central Bay,Laney College,60.0
aqi,2014,5,May,Coast & Central Bay,Laney College,59.0
aqi,2014,6,Jun,Coast & Central Bay,Laney College,60.0
aqi,2014,7,Jul,Coast & Central Bay,Laney College,76.0
aqi,2014,8,Aug,Coast & Central Bay,Laney College,59.0
aqi,2014,9,Sep,Coast & Central Bay,Laney College,69.0
aqi,2014,10,Oct,Coast & Central Bay,Laney College,52.0
aqi,2014,11,Nov,Coast & Central Bay,Laney College,80.0
aqi,2014,1,Jan,Coast & Central Bay,Oakland East,106.0
aqi,2014,2,Feb,Coast & Central Bay,Oakland East,49.0
aqi,2014,3,Mar,Coast & Central Bay,Oakland East,52.0
aqi,2014,4,Apr,Coast & Central Bay,Oakland East,56.0
aqi,2014,5,May,Coast & Central Bay,Oakland East,55.0
aqi,2014,6,Jun,Coast & Central Bay,Oakland East,59.0
aqi,2014,7,Jul,Coast & Central Bay,Oakland East,59.0
aqi,2014,8,Aug,Coast & Central Bay,Oakland East,57.0
aqi,2014,9,Sep,Coast & Central Bay,Oakland East,72.0
aqi,2014,10,Oct,Coast & Central Bay,Oakland East,52.0
aqi,2014,11,Nov,Coast & Central Bay,Oakland East,94.0
aqi,2014,1,Jan,Coast & Central Bay,Oakland West,109.0
aqi,2014,2,Feb,Coast & Central Bay,Oakland West,52.0
aqi,2014,3,Mar,Coast & Central Bay,Oakland West,58.0
aqi,2014,4,Apr,Coast & Central Bay,Oakland West,63.0
aqi,2014,5,May,Coast & Central Bay,Oakland West,62.0
aqi,2014,6,Jun,Coast & Central Bay,Oakland West,65.0
aqi,2014,7,Jul,Coast & Central Bay,Oakland West,60.0
aqi,2014,8,Aug,Coast & Central Bay,Oakland West,59.0
aqi,2014,9,Sep,Coast & Central Bay,Oakland West,69.0
aqi,2014,10,Oct,Coast & Central Bay,Oakland West,57.0
aqi,2014,11,Nov,Coast & Central Bay,Oakland West,80.0
aqi,2014,1,Jan,Coast & Central Bay,Pt. Richmond,0
aqi,2014,2,Feb,Coast & Central Bay,Pt. Richmond,0
aqi,2014,3,Mar,Coast & Central Bay,Pt. Richmond,0
aqi,2014,4,Apr,Coast & Central Bay,Pt. Richmond,0
aqi,2014,5,May,Coast & Central Bay,Pt. Richmond,0
aqi,2014,6,Jun,Coast & Central Bay,Pt. Richmond,0
aqi,2014,7,Jul,Coast & Central Bay,Pt. Richmond,0
aqi,2014,8,Aug,Coast & Central Bay,Pt. Richmond,0
aqi,2014,9,Sep,Coast & Central Bay,Pt. Richmond,0
aqi,2014,10,Oct,Coast & Central Bay,Pt. Richmond,0
aqi,2014,11,Nov,Coast & Central Bay,Pt. Richmond,0
aqi,2014,1,Jan,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2014,2,Feb,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2014,3,Mar,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2014,4,Apr,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2014,5,May,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2014,6,Jun,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2014,7,Jul,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2014,8,Aug,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2014,9,Sep,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2014,10,Oct,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2014,11,Nov,Coast & Central Bay,Richmond - 7th. St.,0
aqi,2014,1,Jan,Coast & Central Bay,Rodeo,0
aqi,2014,2,Feb,Coast & Central Bay,Rodeo,0
aqi,2014,3,Mar,Coast & Central Bay,Rodeo,0
aqi,2014,4,Apr,Coast & Central Bay,Rodeo,0
aqi,2014,5,May,Coast & Central Bay,Rodeo,0
aqi,2014,6,Jun,Coast & Central Bay,Rodeo,0
aqi,2014,7,Jul,Coast & Central Bay,Rodeo,0
aqi,2014,8,Aug,Coast & Central Bay,Rodeo,0
aqi,2014,9,Sep,Coast & Central Bay,Rodeo,0
aqi,2014,10,Oct,Coast & Central Bay,Rodeo,0
aqi,2014,11,Nov,Coast & Central Bay,Rodeo,0
aqi,2014,1,Jan,Coast & Central Bay,San Francisco - Arkansas St.,95.0
aqi,2014,2,Feb,Coast & Central Bay,San Francisco - Arkansas St.,45.0
aqi,2014,3,Mar,Coast & Central Bay,San Francisco - Arkansas St.,54.0
aqi,2014,4,Apr,Coast & Central Bay,San Francisco - Arkansas St.,55.0
aqi,2014,5,May,Coast & Central Bay,San Francisco - Arkansas St.,53.0
aqi,2014,6,Jun,Coast & Central Bay,San Francisco - Arkansas St.,60.0
aqi,2014,7,Jul,Coast & Central Bay,San Francisco - Arkansas St.,56.0
aqi,2014,8,Aug,Coast & Central Bay,San Francisco - Arkansas St.,56.0
aqi,2014,9,Sep,Coast & Central Bay,San Francisco - Arkansas St.,67.0
aqi,2014,10,Oct,Coast & Central Bay,San Francisco - Arkansas St.,52.0
aqi,2014,11,Nov,Coast & Central Bay,San Francisco - Arkansas St.,83.0
aqi,2014,1,Jan,Coast & Central Bay,San Pablo - Rumrill,108.0
aqi,2014,2,Feb,Coast & Central Bay,San Pablo - Rumrill,59.0
aqi,2014,3,Mar,Coast & Central Bay,San Pablo - Rumrill,59.0
aqi,2014,4,Apr,Coast & Central Bay,San Pablo - Rumrill,66.0
aqi,2014,5,May,Coast & Central Bay,San Pablo - Rumrill,65.0
aqi,2014,6,Jun,Coast & Central Bay,San Pablo - Rumrill,66.0
aqi,2014,7,Jul,Coast & Central Bay,San Pablo - Rumrill,62.0
aqi,2014,8,Aug,Coast & Central Bay,San Pablo - Rumrill,62.0
aqi,2014,9,Sep,Coast & Central Bay,San Pablo - Rumrill,74.0
aqi,2014,10,Oct,Coast & Central Bay,San Pablo - Rumrill,37.0
aqi,2014,11,Nov,Coast & Central Bay,San Pablo - Rumrill,85.0
aqi,2014,1,Jan,Eastern Zone,Bethel Island,0
aqi,2014,2,Feb,Eastern Zone,Bethel Island,0
aqi,2014,3,Mar,Eastern Zone,Bethel Island,0
aqi,2014,4,Apr,Eastern Zone,Bethel Island,0
aqi,2014,5,May,Eastern Zone,Bethel Island,0
aqi,2014,6,Jun,Eastern Zone,Bethel Island,0
aqi,2014,7,Jul,Eastern Zone,Bethel Island,0
aqi,2014,8,Aug,Eastern Zone,Bethel Island,0
aqi,2014,9,Sep,Eastern Zone,Bethel Island,0
aqi,2014,10,Oct,Eastern Zone,Bethel Island,0
aqi,2014,11,Nov,Eastern Zone,Bethel Island,0
aqi,2014,1,Jan,Eastern Zone,Concord,90.0
aqi,2014,2,Feb,Eastern Zone,Concord,37.0
aqi,2014,3,Mar,Eastern Zone,Concord,45.0
aqi,2014,4,Apr,Eastern Zone,Concord,45.0
aqi,2014,5,May,Eastern Zone,Concord,52.0
aqi,2014,6,Jun,Eastern Zone,Concord,50.0
aqi,2014,7,Jul,Eastern Zone,Concord,38.0
aqi,2014,8,Aug,Eastern Zone,Concord,54.0
aqi,2014,9,Sep,Eastern Zone,Concord,62.0
aqi,2014,10,Oct,Eastern Zone,Concord,40.0
aqi,2014,11,Nov,Eastern Zone,Concord,78.0
aqi,2014,1,Jan,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2014,2,Feb,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2014,3,Mar,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2014,4,Apr,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2014,5,May,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2014,6,Jun,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2014,7,Jul,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2014,8,Aug,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2014,9,Sep,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2014,10,Oct,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2014,11,Nov,Eastern Zone,Fairfield - Chadbourne Rd.,0
aqi,2014,1,Jan,Eastern Zone,Livermore - Rincon Ave.,119.0
aqi,2014,2,Feb,Eastern Zone,Livermore - Rincon Ave.,46.0
aqi,2014,3,Mar,Eastern Zone,Livermore - Rincon Ave.,49.0
aqi,2014,4,Apr,Eastern Zone,Livermore - Rincon Ave.,51.0
aqi,2014,5,May,Eastern Zone,Livermore - Rincon Ave.,46.0
aqi,2014,6,Jun,Eastern Zone,Livermore - Rincon Ave.,51.0
aqi,2014,7,Jul,Eastern Zone,Livermore - Rincon Ave.,40.0
aqi,2014,8,Aug,Eastern Zone,Livermore - Rincon Ave.,40.0
aqi,2014,9,Sep,Eastern Zone,Livermore - Rincon Ave.,75.0
aqi,2014,10,Oct,Eastern Zone,Livermore - Rincon Ave.,40.0
aqi,2014,11,Nov,Eastern Zone,Livermore - Rincon Ave.,75.0
aqi,2014,1,Jan,Eastern Zone,Martinez - Jones St.,0
aqi,2014,2,Feb,Eastern Zone,Martinez - Jones St.,0
aqi,2014,3,Mar,Eastern Zone,Martinez - Jones St.,0
aqi,2014,4,Apr,Eastern Zone,Martinez - Jones St.,0
aqi,2014,5,May,Eastern Zone,Martinez - Jones St.,0
aqi,2014,6,Jun,Eastern Zone,Martinez - Jones St.,0
aqi,2014,7,Jul,Eastern Zone,Martinez - Jones St.,0
aqi,2014,8,Aug,Eastern Zone,Martinez - Jones St.,0
aqi,2014,9,Sep,Eastern Zone,Martinez - Jones St.,0
aqi,2014,10,Oct,Eastern Zone,Martinez - Jones St.,0
aqi,2014,11,Nov,Eastern Zone,Martinez - Jones St.,0
aqi,2014,1,Jan,Eastern Zone,Pittsburg - Loveridge,0
aqi,2014,2,Feb,Eastern Zone,Pittsburg - Loveridge,0
aqi,2014,3,Mar,Eastern Zone,Pittsburg - Loveridge,0
aqi,2014,4,Apr,Eastern Zone,Pittsburg - Loveridge,0
aqi,2014,5,May,Eastern Zone,Pittsburg - Loveridge,0
aqi,2014,6,Jun,Eastern Zone,Pittsburg - Loveridge,0
aqi,2014,7,Jul,Eastern Zone,Pittsburg - Loveridge,0
aqi,2014,8,Aug,Eastern Zone,Pittsburg - Loveridge,0
aqi,2014,9,Sep,Eastern Zone,Pittsburg - Loveridge,0
aqi,2014,10,Oct,Eastern Zone,Pittsburg - Loveridge,0
aqi,2014,11,Nov,Eastern Zone,Pittsburg - Loveridge,0
aqi,2014,1,Jan,Eastern Zone,Pleasanton,0
aqi,2014,2,Feb,Eastern Zone,Pleasanton,0
aqi,2014,3,Mar,Eastern Zone,Pleasanton,0
aqi,2014,4,Apr,Eastern Zone,Pleasanton,0
aqi,2014,5,May,Eastern Zone,Pleasanton,0
aqi,2014,6,Jun,Eastern Zone,Pleasanton,0
aqi,2014,7,Jul,Eastern Zone,Pleasanton,0
aqi,2014,8,Aug,Eastern Zone,Pleasanton,0
aqi,2014,9,Sep,Eastern Zone,Pleasanton,0
aqi,2014,10,Oct,Eastern Zone,Pleasanton,0
aqi,2014,11,Nov,Eastern Zone,Pleasanton,0
aqi,2014,1,Jan,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2014,2,Feb,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2014,3,Mar,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2014,4,Apr,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2014,5,May,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2014,6,Jun,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2014,7,Jul,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2014,8,Aug,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2014,9,Sep,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2014,10,Oct,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2014,11,Nov,Eastern Zone,Pleasanton - Owens Ct.,0
aqi,2014,1,Jan,Eastern Zone,San Ramon,0
aqi,2014,2,Feb,Eastern Zone,San Ramon,0
aqi,2014,3,Mar,Eastern Zone,San Ramon,0
aqi,2014,4,Apr,Eastern Zone,San Ramon,0
aqi,2014,5,May,Eastern Zone,San Ramon,0
aqi,2014,6,Jun,Eastern Zone,San Ramon,0
aqi,2014,7,Jul,Eastern Zone,San Ramon,0
aqi,2014,8,Aug,Eastern Zone,San Ramon,0
aqi,2014,9,Sep,Eastern Zone,San Ramon,0
aqi,2014,10,Oct,Eastern Zone,San Ramon,0
aqi,2014,11,Nov,Eastern Zone,San Ramon,0
aqi,2014,1,Jan,South Central Bay,Hayward,0
aqi,2014,2,Feb,South Central Bay,Hayward,0
aqi,2014,3,Mar,South Central Bay,Hayward,0
aqi,2014,4,Apr,South Central Bay,Hayward,0
aqi,2014,5,May,South Central Bay,Hayward,0
aqi,2014,6,Jun,South Central Bay,Hayward,0
aqi,2014,7,Jul,South Central Bay,Hayward,0
aqi,2014,8,Aug,South Central Bay,Hayward,0
aqi,2014,9,Sep,South Central Bay,Hayward,0
aqi,2014,10,Oct,South Central Bay,Hayward,0
aqi,2014,11,Nov,South Central Bay,Hayward,0
aqi,2014,1,Jan,South Central Bay,Redwood City,99.0
aqi,2014,2,Feb,South Central Bay,Redwood City,48.0
aqi,2014,3,Mar,South Central Bay,Redwood City,46.0
aqi,2014,4,Apr,South Central Bay,Redwood City,50.0
aqi,2014,5,May,South Central Bay,Redwood City,52.0
aqi,2014,6,Jun,South Central Bay,Redwood City,58.0
aqi,2014,7,Jul,South Central Bay,Redwood City,56.0
aqi,2014,8,Aug,South Central Bay,Redwood City,47.0
aqi,2014,9,Sep,South Central Bay,Redwood City,79.0
aqi,2014,10,Oct,South Central Bay,Redwood City,42.0
aqi,2014,11,Nov,South Central Bay,Redwood City,64.0
aqi,2014,1,Jan,South Central Bay,Redwood City,0
aqi,2014,2,Feb,South Central Bay,Redwood City,0
aqi,2014,3,Mar,South Central Bay,Redwood City,0
aqi,2014,4,Apr,South Central Bay,Redwood City,0
aqi,2014,5,May,South Central Bay,Redwood City,0
aqi,2014,6,Jun,South Central Bay,Redwood City,0
aqi,2014,7,Jul,South Central Bay,Redwood City,0
aqi,2014,8,Aug,South Central Bay,Redwood City,0
aqi,2014,9,Sep,South Central Bay,Redwood City,0
aqi,2014,10,Oct,South Central Bay,Redwood City,0
aqi,2014,11,Nov,South Central Bay,Redwood City,0
aqi,2014,1,Jan,Santa Clara Valley,Gilroy,71.0
aqi,2014,2,Feb,Santa Clara Valley,Gilroy,42.0
aqi,2014,3,Mar,Santa Clara Valley,Gilroy,42.0
aqi,2014,4,Apr,Santa Clara Valley,Gilroy,49.0
aqi,2014,5,May,Santa Clara Valley,Gilroy,41.0
aqi,2014,6,Jun,Santa Clara Valley,Gilroy,54.0
aqi,2014,7,Jul,Santa Clara Valley,Gilroy,71.0
aqi,2014,8,Aug,Santa Clara Valley,Gilroy,80.0
aqi,2014,9,Sep,Santa Clara Valley,Gilroy,66.0
aqi,2014,10,Oct,Santa Clara Valley,Gilroy,42.0
aqi,2014,11,Nov,Santa Clara Valley,Gilroy,49.0
aqi,2014,1,Jan,Santa Clara Valley,Los Gatos,0
aqi,2014,2,Feb,Santa Clara Valley,Los Gatos,0
aqi,2014,3,Mar,Santa Clara Valley,Los Gatos,0
aqi,2014,4,Apr,Santa Clara Valley,Los Gatos,0
aqi,2014,5,May,Santa Clara Valley,Los Gatos,0
aqi,2014,6,Jun,Santa Clara Valley,Los Gatos,0
aqi,2014,7,Jul,Santa Clara Valley,Los Gatos,0
aqi,2014,8,Aug,Santa Clara Valley,Los Gatos,0
aqi,2014,9,Sep,Santa Clara Valley,Los Gatos,0
aqi,2014,10,Oct,Santa Clara Valley,Los Gatos,0
aqi,2014,11,Nov,Santa Clara Valley,Los Gatos,0
aqi,2014,1,Jan,Santa Clara Valley,San Jose - Jackson St.,154.0
aqi,2014,2,Feb,Santa Clara Valley,San Jose - Jackson St.,45.0
aqi,2014,3,Mar,Santa Clara Valley,San Jose - Jackson St.,48.0
aqi,2014,4,Apr,Santa Clara Valley,San Jose - Jackson St.,55.0
aqi,2014,5,May,Santa Clara Valley,San Jose - Jackson St.,55.0
aqi,2014,6,Jun,Santa Clara Valley,San Jose - Jackson St.,58.0
aqi,2014,7,Jul,Santa Clara Valley,San Jose - Jackson St.,64.0
aqi,2014,8,Aug,Santa Clara Valley,San Jose - Jackson St.,51.0
aqi,2014,9,Sep,Santa Clara Valley,San Jose - Jackson St.,79.0
aqi,2014,10,Oct,Santa Clara Valley,San Jose - Jackson St.,54.0
aqi,2014,11,Nov,Santa Clara Valley,San Jose - Jackson St.,78.0
aqi,2014,1,Jan,Santa Clara Valley,San Jose - Knox Ave.,-1.0
aqi,2014,2,Feb,Santa Clara Valley,San Jose - Knox Ave.,-1.0
aqi,2014,3,Mar,Santa Clara Valley,San Jose - Knox Ave.,-1.0
aqi,2014,4,Apr,Santa Clara Valley,San Jose - Knox Ave.,-1.0
aqi,2014,5,May,Santa Clara Valley,San Jose - Knox Ave.,-1.0
aqi,2014,6,Jun,Santa Clara Valley,San Jose - Knox Ave.,-1.0
aqi,2014,7,Jul,Santa Clara Valley,San Jose - Knox Ave.,-1.0
aqi,2014,8,Aug,Santa Clara Valley,San Jose - Knox Ave.,77.0
aqi,2014,9,Sep,Santa Clara Valley,San Jose - Knox Ave.,77.0
aqi,2014,10,Oct,Santa Clara Valley,San Jose - Knox Ave.,47.0
aqi,2014,11,Nov,Santa Clara Valley,San Jose - Knox Ave.,73.0
aqi,2014,1,Jan,Santa Clara Valley,San Martin - Airport,0
aqi,2014,2,Feb,Santa Clara Valley,San Martin - Airport,0
aqi,2014,3,Mar,Santa Clara Valley,San Martin - Airport,0
aqi,2014,4,Apr,Santa Clara Valley,San Martin - Airport,0
aqi,2014,5,May,Santa Clara Valley,San Martin - Airport,0
aqi,2014,6,Jun,Santa Clara Valley,San Martin - Airport,0
aqi,2014,7,Jul,Santa Clara Valley,San Martin - Airport,0
aqi,2014,8,Aug,Santa Clara Valley,San Martin - Airport,0
aqi,2014,9,Sep,Santa Clara Valley,San Martin - Airport,0
aqi,2014,10,Oct,Santa Clara Valley,San Martin - Airport,0
aqi,2014,11,Nov,Santa Clara Valley,San Martin - Airport,0
aqi,2015,1,Jan,Northern Zone,Forest Knolls,0
aqi,2015,2,Feb,Northern Zone,Forest Knolls,0
aqi,2015,3,Mar,Northern Zone,Forest Knolls,0
aqi,2015,4,Apr,Northern Zone,Forest Knolls,0
aqi,2015,5,May,Northern Zone,Forest Knolls,0
aqi,2015,6,Jun,Northern Zone,Forest Knolls,0
aqi,2015,7,Jul,Northern Zone,Forest Knolls,0
aqi,2015,8,Aug,Northern Zone,Forest Knolls,0
aqi,2015,9,Sep,Northern Zone,Forest Knolls,0
aqi,2015,10,Oct,Northern Zone,Forest Knolls,0
aqi,2015,11,Nov,Northern Zone,Forest Knolls,0
aqi,2015,1,Jan,Northern Zone,Napa - Napa Valley College,-1.0
aqi,2015,2,Feb,Northern Zone,Napa - Napa Valley College,-1.0
aqi,2015,3,Mar,Northern Zone,Napa - Napa Valley College,-1.0
aqi,2015,4,Apr,Northern Zone,Napa - Napa Valley College,-1.0
aqi,2015,5,May,Northern Zone,Napa - Napa Valley College,-1.0
aqi,2015,6,Jun,Northern Zone,Napa - Napa Valley College,-1.0
aqi,2015,7,Jul,Northern Zone,Napa - Napa Valley College,-1.0
aqi,2015,8,Aug,Northern Zone,Napa - Napa Valley College,-1.0
aqi,2015,9,Sep,Northern Zone,Napa - Napa Valley College,34.0
aqi,2015,10,Oct,Northern Zone,Napa - Napa Valley College,40.0
aqi,2015,11,Nov,Northern Zone,Napa - Napa Valley College,444.0
aqi,2015,1,Jan,Northern Zone,Napa,98.0
aqi,2015,2,Feb,Northern Zone,Napa,77.0
aqi,2015,3,Mar,Northern Zone,Napa,58.0
aqi,2015,4,Apr,Northern Zone,Napa,64.0
aqi,2015,5,May,Northern Zone,Napa,64.0
aqi,2015,6,Jun,Northern Zone,Napa,74.0
aqi,2015,7,Jul,Northern Zone,Napa,36.0
aqi,2015,8,Aug,Northern Zone,Napa,108.0
aqi,2015,9,Sep,Northern Zone,Napa,45.0
aqi,2015,10,Oct,Northern Zone,Napa,42.0
aqi,2015,11,Nov,Northern Zone,Napa,67.0
aqi,2015,1,Jan,Northern Zone,San Rafael,103.0
aqi,2015,2,Feb,Northern Zone,San Rafael,91.0
aqi,2015,3,Mar,Northern Zone,San Rafael,63.0
aqi,2015,4,Apr,Northern Zone,San Rafael,57.0
aqi,2015,5,May,Northern Zone,San Rafael,50.0
aqi,2015,6,Jun,Northern Zone,San Rafael,59.0
aqi,2015,7,Jul,Northern Zone,San Rafael,27.0
aqi,2015,8,Aug,Northern Zone,San Rafael,53.0
aqi,2015,9,Sep,Northern Zone,San Rafael,35.0
aqi,2015,10,Oct,Northern Zone,San Rafael,45.0
aqi,2015,11,Nov,Northern Zone,San Rafael,64.0
aqi,2015,1,Jan,Northern Zone,Sebastopol,79.0
aqi,2015,2,Feb,Northern Zone,Sebastopol,57.0
aqi,2015,3,Mar,Northern Zone,Sebastopol,40.0
aqi,2015,4,Apr,Northern Zone,Sebastopol,43.0
aqi,2015,5,May,Northern Zone,Sebastopol,53.0
aqi,2015,6,Jun,Northern Zone,Sebastopol,58.0
aqi,2015,7,Jul,Northern Zone,Sebastopol,34.0
aqi,2015,8,Aug,Northern Zone,Sebastopol,88.0
aqi,2015,9,Sep,Northern Zone,Sebastopol,33.0
aqi,2015,10,Oct,Northern Zone,Sebastopol,41.0
aqi,2015,11,Nov,Northern Zone,Sebastopol,55.0
aqi,2015,1,Jan,Northern Zone,Vallejo,116.0
aqi,2015,2,Feb,Northern Zone,Vallejo,65.0
aqi,2015,3,Mar,Northern Zone,Vallejo,54.0
aqi,2015,4,Apr,Northern Zone,Vallejo,54.0
