YEAR,COUNTY,HOSPITAL,OSHPDID,Procedure/Condition,Risk Adjuested Mortality Rate,# of Deaths,# of Cases,Hospital Ratings,LONGITUDE,LATITUDE
2014,Los Angeles,Los Angeles County/Olive View ? UCLA Medical Center,106191231,AAA Repair,.,.,.,As Expected,-118.45255,34.32418
2014,Los Angeles,Kaiser Foundation Hospital ? Woodland Hills,106191450,Pneumonia,1.4,6,254,Better,-118.58829,34.17198
2014,Los Angeles,Kaiser Foundation Hospital ? Woodland Hills,106191450,Pancreatic Resection,0,0,3,As Expected,-118.58829,34.17198
2014,Los Angeles,Kaiser Foundation Hospital ? Woodland Hills,106191450,Pancreatic Other,.,.,.,As Expected,-118.58829,34.17198
2014,Los Angeles,Kaiser Foundation Hospital ? Woodland Hills,106191450,Pancreatic Cancer,.,.,.,As Expected,-118.58829,34.17198
2014,Los Angeles,Kaiser Foundation Hospital ? Woodland Hills,106191450,PCI,.,.,.,As Expected,-118.58829,34.17198
2014,Los Angeles,Kaiser Foundation Hospital ? Woodland Hills,106191450,Hip Fracture,1.3,2,133,As Expected,-118.58829,34.17198
2014,Los Angeles,Kaiser Foundation Hospital ? Woodland Hills,106191450,Heart Failure,1.3,10,439,Better,-118.58829,34.17198
2014,Los Angeles,Kaiser Foundation Hospital ? Woodland Hills,106191450,GI Hemorrhage,1.9,6,260,As Expected,-118.58829,34.17198
2014,Los Angeles,Kaiser Foundation Hospital ? Woodland Hills,106191450,Espophageal Resection,.,.,.,As Expected,-118.58829,34.17198
2014,Los Angeles,Kaiser Foundation Hospital ? Woodland Hills,106191450,Carotid Endarterectomy,0,0,39,As Expected,-118.58829,34.17198
2014,Los Angeles,Kaiser Foundation Hospital ? Woodland Hills,106191450,Acute Stroke Subarachnoid,.,.,.,As Expected,-118.58829,34.17198
2014,Los Angeles,Kaiser Foundation Hospital ? Woodland Hills,106191450,Acute Stroke Ischemic,2,6,219,Better,-118.58829,34.17198
2014,Los Angeles,Kaiser Foundation Hospital ? Woodland Hills,106191450,Acute Stroke Hemorrhagic,13.2,4,27,As Expected,-118.58829,34.17198
2014,Los Angeles,Kaiser Foundation Hospital ? Woodland Hills,106191450,Acute Stroke,4,10,248,Better,-118.58829,34.17198
2014,Los Angeles,Kaiser Foundation Hospital ? Woodland Hills,106191450,Craniotomy,.,.,.,As Expected,-118.58829,34.17198
2014,Los Angeles,Kaiser Foundation Hospital ? Woodland Hills,106191450,AMI,5.1,8,113,As Expected,-118.58829,34.17198
2014,Los Angeles,Kaiser Foundation Hospital ? Woodland Hills,106191450,AAA Repair,0,0,25,As Expected,-118.58829,34.17198
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,Pneumonia,0,0,56,As Expected,-118.20287,34.06284
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,Pancreatic Resection,2.6,2,82,As Expected,-118.20287,34.06284
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,Pancreatic Other,2.3,1,34,As Expected,-118.20287,34.06284
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,Pancreatic Cancer,2.1,1,48,As Expected,-118.20287,34.06284
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,PCI,4.9,17,154,Worse,-118.20287,34.06284
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,Hip Fracture,0,0,12,As Expected,-118.20287,34.06284
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,Heart Failure,6.6,18,201,Worse,-118.20287,34.06284
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,GI Hemorrhage,0.6,1,77,As Expected,-118.20287,34.06284
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,Espophageal Resection,0,0,46,As Expected,-118.20287,34.06284
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,Craniotomy,6.1,24,469,As Expected,-118.20287,34.06284
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,Carotid Endarterectomy,0,0,21,As Expected,-118.20287,34.06284
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,Acute Stroke Subarachnoid,17.6,19,97,As Expected,-118.20287,34.06284
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,Acute Stroke Ischemic,6.5,17,123,As Expected,-118.20287,34.06284
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,Acute Stroke Hemorrhagic,17.7,24,108,As Expected,-118.20287,34.06284
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,Acute Stroke,8.5,60,328,As Expected,-118.20287,34.06284
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,AMI,5.8,8,98,As Expected,-118.20287,34.06284
2014,Los Angeles,Keck Hospital of University of Southern California,106194219,AAA Repair,0,0,41,As Expected,-118.20287,34.06284
2014,Los Angeles,Kaiser Foundation Hospital ? Baldwin Park,106196035,Pneumonia,1.5,5,265,Better,-117.986,34.06348
2014,Los Angeles,Kaiser Foundation Hospital ? Baldwin Park,106196035,Pancreatic Other,.,.,.,As Expected,-117.986,34.06348
2014,Los Angeles,Kaiser Foundation Hospital ? Baldwin Park,106196035,Pancreatic Cancer,.,.,.,As Expected,-117.986,34.06348
2014,Los Angeles,Kaiser Foundation Hospital ? Baldwin Park,106196035,Pancreatic Resection,.,.,.,As Expected,-117.986,34.06348
2014,Los Angeles,Kaiser Foundation Hospital ? Baldwin Park,106196035,PCI,.,.,.,As Expected,-117.986,34.06348
2014,Los Angeles,Kaiser Foundation Hospital ? Baldwin Park,106196035,Hip Fracture,4.7,3,112,As Expected,-117.986,34.06348
2014,Los Angeles,Kaiser Foundation Hospital ? Baldwin Park,106196035,Heart Failure,1.5,7,430,As Expected,-117.986,34.06348
2014,Los Angeles,Kaiser Foundation Hospital ? Baldwin Park,106196035,GI Hemorrhage,1,3,251,As Expected,-117.986,34.06348
2014,Los Angeles,Kaiser Foundation Hospital ? Baldwin Park,106196035,Espophageal Resection,.,.,.,As Expected,-117.986,34.06348
2014,Los Angeles,Kaiser Foundation Hospital ? Baldwin Park,106196035,Craniotomy,.,.,.,As Expected,-117.986,34.06348
2014,Los Angeles,Kaiser Foundation Hospital ? Baldwin Park,106196035,Carotid Endarterectomy,0,0,24,As Expected,-117.986,34.06348
2014,Los Angeles,Kaiser Foundation Hospital ? Baldwin Park,106196035,Acute Stroke Subarachnoid,.,.,.,As Expected,-117.986,34.06348
2014,Los Angeles,Kaiser Foundation Hospital ? Baldwin Park,106196035,Acute Stroke Ischemic,2.4,6,250,Better,-117.986,34.06348
2014,Los Angeles,Kaiser Foundation Hospital ? Baldwin Park,106196035,Acute Stroke Hemorrhagic,5.3,1,25,As Expected,-117.986,34.06348
2014,Los Angeles,Kaiser Foundation Hospital ? Baldwin Park,106196035,Acute Stroke,3.8,7,276,Better,-117.986,34.06348
2014,Los Angeles,Kaiser Foundation Hospital ? Baldwin Park,106196035,AMI,1.3,2,96,Better,-117.986,34.06348
2014,Los Angeles,Kaiser Foundation Hospital ? Baldwin Park,106196035,AAA Repair,0,0,24,As Expected,-117.986,34.06348
2014,Los Angeles,Kaiser Foundation Hospital ? Downey,106196403,Hip Fracture,0,0,80,As Expected,-118.1290216,33.9171234
2014,Los Angeles,Kaiser Foundation Hospital ? Downey,106196403,PCI,.,.,.,As Expected,-118.1290216,33.9171234
2014,Los Angeles,Kaiser Foundation Hospital ? Downey,106196403,Pancreatic Other,0,0,8,As Expected,-118.1290216,33.9171234
2014,Los Angeles,Kaiser Foundation Hospital ? Downey,106196403,Acute Stroke Ischemic,2.4,7,306,Better,-118.1290216,33.9171234
2014,Los Angeles,Kaiser Foundation Hospital ? Downey,106196403,Pancreatic Resection,0,0,13,As Expected,-118.1290216,33.9171234
2014,Los Angeles,Kaiser Foundation Hospital ? Downey,106196403,Craniotomy,.,.,.,As Expected,-118.1290216,33.9171234
2014,Los Angeles,Kaiser Foundation Hospital ? Downey,106196403,Carotid Endarterectomy,0,0,27,As Expected,-118.1290216,33.9171234
2014,Los Angeles,Kaiser Foundation Hospital ? Downey,106196403,Pancreatic Cancer,0,0,5,As Expected,-118.1290216,33.9171234
2014,Los Angeles,Kaiser Foundation Hospital ? Downey,106196403,Heart Failure,2.3,13,440,As Expected,-118.1290216,33.9171234
2014,Los Angeles,Kaiser Foundation Hospital ? Downey,106196403,GI Hemorrhage,1.9,5,316,As Expected,-118.1290216,33.9171234
2014,Los Angeles,Kaiser Foundation Hospital ? Downey,106196403,Espophageal Resection,.,.,.,As Expected,-118.1290216,33.9171234
2014,Los Angeles,Kaiser Foundation Hospital ? Downey,106196403,Acute Stroke Hemorrhagic,4.7,1,38,As Expected,-118.1290216,33.9171234
2014,Los Angeles,Kaiser Foundation Hospital ? Downey,106196403,AAA Repair,0,0,24,As Expected,-118.1290216,33.9171234
2014,Los Angeles,Kaiser Foundation Hospital ? Downey,106196403,Acute Stroke,3.7,8,348,Better,-118.1290216,33.9171234
2014,Los Angeles,Kaiser Foundation Hospital ? Downey,106196403,Acute Stroke Subarachnoid,0,0,4,As Expected,-118.1290216,33.9171234
2014,Los Angeles,Kaiser Foundation Hospital ? Downey,106196403,AMI,2.8,6,162,Better,-118.1290216,33.9171234
2014,Los Angeles,Kaiser Foundation Hospital ? Downey,106196403,Pneumonia,3.4,15,375,As Expected,-118.1290216,33.9171234
2014,Los Angeles,Palmdale Regional Medical Center,106196405,Pancreatic Cancer,.,.,.,As Expected,-118.1443461,34.5843754
2014,Los Angeles,Palmdale Regional Medical Center,106196405,GI Hemorrhage,1.1,3,225,As Expected,-118.1443461,34.5843754
2014,Los Angeles,Palmdale Regional Medical Center,106196405,Espophageal Resection,.,.,.,As Expected,-118.1443461,34.5843754
2014,Los Angeles,Palmdale Regional Medical Center,106196405,Acute Stroke Subarachnoid,.,.,.,As Expected,-118.1443461,34.5843754
2014,Los Angeles,Palmdale Regional Medical Center,106196405,AMI,5.7,10,222,As Expected,-118.1443461,34.5843754
2014,Los Angeles,Palmdale Regional Medical Center,106196405,AAA Repair,0,0,6,As Expected,-118.1443461,34.5843754
2014,Los Angeles,Palmdale Regional Medical Center,106196405,Heart Failure,1.9,7,417,As Expected,-118.1443461,34.5843754
2014,Los Angeles,Palmdale Regional Medical Center,106196405,Hip Fracture,3.1,1,65,As Expected,-118.1443461,34.5843754
2014,Los Angeles,Palmdale Regional Medical Center,106196405,PCI,2.5,2,152,As Expected,-118.1443461,34.5843754
2014,Los Angeles,Palmdale Regional Medical Center,106196405,Pancreatic Other,.,.,.,As Expected,-118.1443461,34.5843754
2014,Los Angeles,Palmdale Regional Medical Center,106196405,Pancreatic Resection,.,.,.,As Expected,-118.1443461,34.5843754
2014,Los Angeles,Palmdale Regional Medical Center,106196405,Pneumonia,6.7,19,282,Worse,-118.1443461,34.5843754
2014,Los Angeles,Palmdale Regional Medical Center,106196405,Acute Stroke Ischemic,2.9,4,119,As Expected,-118.1443461,34.5843754
2014,Los Angeles,Palmdale Regional Medical Center,106196405,Acute Stroke Hemorrhagic,25.3,7,34,As Expected,-118.1443461,34.5843754
2014,Los Angeles,Palmdale Regional Medical Center,106196405,Carotid Endarterectomy,11.4,2,10,Worse,-118.1443461,34.5843754
2014,Los Angeles,Palmdale Regional Medical Center,106196405,Acute Stroke,8,12,155,As Expected,-118.1443461,34.5843754
2014,Los Angeles,Palmdale Regional Medical Center,106196405,Craniotomy,12.2,4,25,As Expected,-118.1443461,34.5843754
2014,Madera,Madera Community Hospital,106201281,Pneumonia,6,4,140,As Expected,-120.04561,36.94535
2014,Madera,Madera Community Hospital,106201281,Pancreatic Resection,.,.,.,As Expected,-120.04561,36.94535
2014,Madera,Madera Community Hospital,106201281,Pancreatic Other,.,.,.,As Expected,-120.04561,36.94535
2014,Madera,Madera Community Hospital,106201281,Pancreatic Cancer,.,.,.,As Expected,-120.04561,36.94535
2014,Madera,Madera Community Hospital,106201281,PCI,.,.,.,As Expected,-120.04561,36.94535
2014,Madera,Madera Community Hospital,106201281,Hip Fracture,0,0,10,As Expected,-120.04561,36.94535
2014,Madera,Madera Community Hospital,106201281,Heart Failure,5.3,4,108,As Expected,-120.04561,36.94535
2014,Madera,Madera Community Hospital,106201281,GI Hemorrhage,4,3,56,As Expected,-120.04561,36.94535
2014,Madera,Madera Community Hospital,106201281,Espophageal Resection,.,.,.,As Expected,-120.04561,36.94535
2014,Madera,Madera Community Hospital,106201281,Craniotomy,.,.,.,As Expected,-120.04561,36.94535
2014,Madera,Madera Community Hospital,106201281,Carotid Endarterectomy,.,.,.,As Expected,-120.04561,36.94535
2014,Madera,Madera Community Hospital,106201281,Acute Stroke Subarachnoid,.,.,.,As Expected,-120.04561,36.94535
2014,Madera,Madera Community Hospital,106201281,Acute Stroke Ischemic,6.9,1,35,As Expected,-120.04561,36.94535
2014,Madera,Madera Community Hospital,106201281,Acute Stroke Hemorrhagic,.,.,.,As Expected,-120.04561,36.94535
2014,Madera,Madera Community Hospital,106201281,Acute Stroke,12.4,2,37,As Expected,-120.04561,36.94535
2014,Madera,Madera Community Hospital,106201281,AMI,3.4,2,48,As Expected,-120.04561,36.94535
2014,Madera,Madera Community Hospital,106201281,AAA Repair,.,.,.,As Expected,-120.04561,36.94535
2014,Marin,Kaiser Foundation Hospital ? San Rafael,106210992,Pancreatic Other,.,.,.,As Expected,-122.55376,38.0041
2014,Marin,Kaiser Foundation Hospital ? San Rafael,106210992,Hip Fracture,0.8,1,92,As Expected,-122.55376,38.0041
2014,Marin,Kaiser Foundation Hospital ? San Rafael,106210992,PCI,4.5,1,37,As Expected,-122.55376,38.0041
2014,Marin,Kaiser Foundation Hospital ? San Rafael,106210992,Pancreatic Resection,.,.,.,As Expected,-122.55376,38.0041
2014,Marin,Kaiser Foundation Hospital ? San Rafael,106210992,Pneumonia,0,0,59,As Expected,-122.55376,38.0041
2014,Marin,Kaiser Foundation Hospital ? San Rafael,106210992,Pancreatic Cancer,.,.,.,As Expected,-122.55376,38.0041
2014,Marin,Kaiser Foundation Hospital ? San Rafael,106210992,Heart Failure,3.1,11,160,As Expected,-122.55376,38.0041
2014,Marin,Kaiser Foundation Hospital ? San Rafael,106210992,GI Hemorrhage,2.2,2,79,As Expected,-122.55376,38.0041
2014,Marin,Kaiser Foundation Hospital ? San Rafael,106210992,Espophageal Resection,.,.,.,As Expected,-122.55376,38.0041
2014,Marin,Kaiser Foundation Hospital ? San Rafael,106210992,Craniotomy,.,.,.,As Expected,-122.55376,38.0041
2014,Marin,Kaiser Foundation Hospital ? San Rafael,106210992,Carotid Endarterectomy,0,0,18,As Expected,-122.55376,38.0041
2014,Marin,Kaiser Foundation Hospital ? San Rafael,106210992,Acute Stroke Subarachnoid,.,.,.,As Expected,-122.55376,38.0041
2014,Marin,Kaiser Foundation Hospital ? San Rafael,106210992,Acute Stroke Ischemic,1.8,2,89,As Expected,-122.55376,38.0041
2014,Marin,Kaiser Foundation Hospital ? San Rafael,106210992,Acute Stroke Hemorrhagic,12.2,6,25,Better,-122.55376,38.0041
2014,Marin,Kaiser Foundation Hospital ? San Rafael,106210992,Acute Stroke,4.3,8,115,Better,-122.55376,38.0041
2014,Marin,Kaiser Foundation Hospital ? San Rafael,106210992,AMI,4.9,3,71,As Expected,-122.55376,38.0041
2014,Marin,Kaiser Foundation Hospital ? San Rafael,106210992,AAA Repair,.,0,2,As Expected,-122.55376,38.0041
2014,Marin,Marin General Hospital,106211006,Acute Stroke Hemorrhagic,21.9,10,45,As Expected,-122.53715,37.94651
2014,Marin,Marin General Hospital,106211006,Craniotomy,6,4,61,As Expected,-122.53715,37.94651
2014,Marin,Marin General Hospital,106211006,Acute Stroke Subarachnoid,.,.,.,As Expected,-122.53715,37.94651
2014,Marin,Marin General Hospital,106211006,Carotid Endarterectomy,0,0,34,As Expected,-122.53715,37.94651
2014,Marin,Marin General Hospital,106211006,Acute Stroke,9.7,20,206,As Expected,-122.53715,37.94651
2014,Marin,Marin General Hospital,106211006,Pneumonia,3.3,8,198,As Expected,-122.53715,37.94651
2014,Marin,Marin General Hospital,106211006,Pancreatic Cancer,0,0,4,As Expected,-122.53715,37.94651
2014,Marin,Marin General Hospital,106211006,PCI,2,3,158,As Expected,-122.53715,37.94651
2014,Marin,Marin General Hospital,106211006,Hip Fracture,3.2,2,106,As Expected,-122.53715,37.94651
2014,Marin,Marin General Hospital,106211006,Heart Failure,1.3,4,173,As Expected,-122.53715,37.94651
2014,Marin,Marin General Hospital,106211006,GI Hemorrhage,1.3,3,168,As Expected,-122.53715,37.94651
2014,Marin,Marin General Hospital,106211006,Espophageal Resection,.,.,.,As Expected,-122.53715,37.94651
2014,Marin,Marin General Hospital,106211006,Acute Stroke Ischemic,5.9,10,161,As Expected,-122.53715,37.94651
2014,Marin,Marin General Hospital,106211006,AMI,5.3,8,189,As Expected,-122.53715,37.94651
2014,Marin,Marin General Hospital,106211006,AAA Repair,17.3,1,14,As Expected,-122.53715,37.94651
2014,Marin,Marin General Hospital,106211006,Pancreatic Other,.,.,.,As Expected,-122.53715,37.94651
2014,Marin,Marin General Hospital,106211006,Pancreatic Resection,0,0,6,As Expected,-122.53715,37.94651
2014,Marin,Novato Community Hospital,106214034,Pneumonia,0,0,51,As Expected,-122.55887,38.09749
2014,Marin,Novato Community Hospital,106214034,Pancreatic Resection,.,.,.,As Expected,-122.55887,38.09749
2014,Marin,Novato Community Hospital,106214034,Hip Fracture,0,0,38,As Expected,-122.55887,38.09749
2014,Marin,Novato Community Hospital,106214034,Acute Stroke,10,2,27,As Expected,-122.55887,38.09749
2014,Marin,Novato Community Hospital,106214034,Espophageal Resection,.,.,.,As Expected,-122.55887,38.09749
2014,Marin,Novato Community Hospital,106214034,Acute Stroke Hemorrhagic,.,.,.,As Expected,-122.55887,38.09749
2014,Marin,Novato Community Hospital,106214034,AAA Repair,.,.,.,As Expected,-122.55887,38.09749
2014,Marin,Novato Community Hospital,106214034,Carotid Endarterectomy,.,.,.,As Expected,-122.55887,38.09749
2014,Marin,Novato Community Hospital,106214034,Acute Stroke Ischemic,4.8,1,25,As Expected,-122.55887,38.09749
2014,Marin,Novato Community Hospital,106214034,Acute Stroke Subarachnoid,.,.,.,As Expected,-122.55887,38.09749
2014,Marin,Novato Community Hospital,106214034,Craniotomy,.,.,.,As Expected,-122.55887,38.09749
2014,Marin,Novato Community Hospital,106214034,GI Hemorrhage,0,0,37,As Expected,-122.55887,38.09749
2014,Marin,Novato Community Hospital,106214034,Pancreatic Cancer,.,.,.,As Expected,-122.55887,38.09749
2014,Marin,Novato Community Hospital,106214034,PCI,.,.,.,As Expected,-122.55887,38.09749
2014,Marin,Novato Community Hospital,106214034,Pancreatic Other,.,.,.,As Expected,-122.55887,38.09749
2014,Marin,Novato Community Hospital,106214034,AMI,0,0,4,As Expected,-122.55887,38.09749
2014,Marin,Novato Community Hospital,106214034,Heart Failure,0,0,64,As Expected,-122.55887,38.09749
2014,Mariposa,John C. Fremont Healthcare District,106220733,Pancreatic Resection,.,.,.,As Expected,-119.97714,37.50126
2014,Mariposa,John C. Fremont Healthcare District,106220733,Pneumonia,20.2,1,17,As Expected,-119.97714,37.50126
2014,Mariposa,John C. Fremont Healthcare District,106220733,Pancreatic Other,.,.,.,As Expected,-119.97714,37.50126
2014,Mariposa,John C. Fremont Healthcare District,106220733,Pancreatic Cancer,.,.,.,As Expected,-119.97714,37.50126
2014,Mariposa,John C. Fremont Healthcare District,106220733,PCI,.,.,.,As Expected,-119.97714,37.50126
2014,Mariposa,John C. Fremont Healthcare District,106220733,Hip Fracture,.,.,.,As Expected,-119.97714,37.50126
2014,Mariposa,John C. Fremont Healthcare District,106220733,Heart Failure,12.3,1,21,As Expected,-119.97714,37.50126
2014,Mariposa,John C. Fremont Healthcare District,106220733,GI Hemorrhage,0,0,3,As Expected,-119.97714,37.50126
2014,Mariposa,John C. Fremont Healthcare District,106220733,Espophageal Resection,.,.,.,As Expected,-119.97714,37.50126
2014,Mariposa,John C. Fremont Healthcare District,106220733,Craniotomy,.,.,.,As Expected,-119.97714,37.50126
2014,Mariposa,John C. Fremont Healthcare District,106220733,Carotid Endarterectomy,.,.,.,As Expected,-119.97714,37.50126
2014,Mariposa,John C. Fremont Healthcare District,106220733,Acute Stroke Subarachnoid,.,.,.,As Expected,-119.97714,37.50126
2014,Mariposa,John C. Fremont Healthcare District,106220733,Acute Stroke Ischemic,.,.,.,As Expected,-119.97714,37.50126
2014,Mariposa,John C. Fremont Healthcare District,106220733,Acute Stroke Hemorrhagic,.,.,.,As Expected,-119.97714,37.50126
2014,Mariposa,John C. Fremont Healthcare District,106220733,Acute Stroke,.,.,.,As Expected,-119.97714,37.50126
2014,Mariposa,John C. Fremont Healthcare District,106220733,AMI,.,.,.,As Expected,-119.97714,37.50126
2014,Mariposa,John C. Fremont Healthcare District,106220733,AAA Repair,.,.,.,As Expected,-119.97714,37.50126
2014,Mendocino,Frank R. Howard Memorial Hospital,106230949,Pneumonia,7.3,1,36,As Expected,-123.34973,39.40079
2014,Mendocino,Frank R. Howard Memorial Hospital,106230949,Pancreatic Resection,.,.,.,As Expected,-123.34973,39.40079
2014,Mendocino,Frank R. Howard Memorial Hospital,106230949,Pancreatic Other,.,.,.,As Expected,-123.34973,39.40079
2014,Mendocino,Frank R. Howard Memorial Hospital,106230949,Pancreatic Cancer,.,.,.,As Expected,-123.34973,39.40079
2014,Mendocino,Frank R. Howard Memorial Hospital,106230949,PCI,.,.,.,As Expected,-123.34973,39.40079
2014,Mendocino,Frank R. Howard Memorial Hospital,106230949,Hip Fracture,2.7,1,61,As Expected,-123.34973,39.40079
2014,Mendocino,Frank R. Howard Memorial Hospital,106230949,Heart Failure,3.4,1,23,As Expected,-123.34973,39.40079
2014,Mendocino,Frank R. Howard Memorial Hospital,106230949,GI Hemorrhage,0,0,16,As Expected,-123.34973,39.40079
2014,Mendocino,Frank R. Howard Memorial Hospital,106230949,Espophageal Resection,.,.,.,As Expected,-123.34973,39.40079
2014,Mendocino,Frank R. Howard Memorial Hospital,106230949,Carotid Endarterectomy,.,.,.,As Expected,-123.34973,39.40079
2014,Mendocino,Frank R. Howard Memorial Hospital,106230949,Acute Stroke Subarachnoid,.,.,.,As Expected,-123.34973,39.40079
2014,Mendocino,Frank R. Howard Memorial Hospital,106230949,Acute Stroke Ischemic,0,0,20,As Expected,-123.34973,39.40079
2014,Mendocino,Frank R. Howard Memorial Hospital,106230949,Acute Stroke Hemorrhagic,.,.,.,As Expected,-123.34973,39.40079
2014,Mendocino,Frank R. Howard Memorial Hospital,106230949,Craniotomy,.,.,.,As Expected,-123.34973,39.40079
2014,Mendocino,Frank R. Howard Memorial Hospital,106230949,Acute Stroke,0,0,21,As Expected,-123.34973,39.40079
2014,Mendocino,Frank R. Howard Memorial Hospital,106230949,AMI,.,.,.,As Expected,-123.34973,39.40079
2014,Mendocino,Frank R. Howard Memorial Hospital,106230949,AAA Repair,.,.,.,As Expected,-123.34973,39.40079
2014,Mendocino,Mendocino Coast District Hospital,106231013,Pneumonia,9.1,3,57,As Expected,-123.80068,39.4326
2014,Mendocino,Mendocino Coast District Hospital,106231013,Pancreatic Resection,.,.,.,As Expected,-123.80068,39.4326
2014,Mendocino,Mendocino Coast District Hospital,106231013,Pancreatic Other,.,.,.,As Expected,-123.80068,39.4326
2014,Mendocino,Mendocino Coast District Hospital,106231013,Pancreatic Cancer,.,.,.,As Expected,-123.80068,39.4326
2014,Mendocino,Mendocino Coast District Hospital,106231013,PCI,.,.,.,As Expected,-123.80068,39.4326
2014,Mendocino,Mendocino Coast District Hospital,106231013,Hip Fracture,0,0,8,As Expected,-123.80068,39.4326
2014,Mendocino,Mendocino Coast District Hospital,106231013,Heart Failure,9.2,4,35,As Expected,-123.80068,39.4326
2014,Mendocino,Mendocino Coast District Hospital,106231013,GI Hemorrhage,0,0,24,As Expected,-123.80068,39.4326
2014,Mendocino,Mendocino Coast District Hospital,106231013,Espophageal Resection,.,.,.,As Expected,-123.80068,39.4326
2014,Mendocino,Mendocino Coast District Hospital,106231013,Acute Stroke Ischemic,13.9,1,17,As Expected,-123.80068,39.4326
2014,Mendocino,Mendocino Coast District Hospital,106231013,AMI,.,.,.,As Expected,-123.80068,39.4326
2014,Mendocino,Mendocino Coast District Hospital,106231013,Acute Stroke,17.4,2,18,As Expected,-123.80068,39.4326
2014,Mendocino,Mendocino Coast District Hospital,106231013,AAA Repair,.,.,.,As Expected,-123.80068,39.4326
2014,Mendocino,Mendocino Coast District Hospital,106231013,Acute Stroke Hemorrhagic,.,.,.,As Expected,-123.80068,39.4326
2014,Mendocino,Mendocino Coast District Hospital,106231013,Acute Stroke Subarachnoid,.,.,.,As Expected,-123.80068,39.4326
2014,Mendocino,Mendocino Coast District Hospital,106231013,Craniotomy,.,.,.,As Expected,-123.80068,39.4326
2014,Mendocino,Mendocino Coast District Hospital,106231013,Carotid Endarterectomy,.,.,.,As Expected,-123.80068,39.4326
2014,Mendocino,Ukiah Valley Medical Center,106231396,Pancreatic Resection,.,.,.,As Expected,-123.20363,39.1528
2014,Mendocino,Ukiah Valley Medical Center,106231396,Pancreatic Other,.,.,.,As Expected,-123.20363,39.1528
2014,Mendocino,Ukiah Valley Medical Center,106231396,Pancreatic Cancer,.,.,.,As Expected,-123.20363,39.1528
2014,Mendocino,Ukiah Valley Medical Center,106231396,PCI,.,.,.,As Expected,-123.20363,39.1528
2014,Mendocino,Ukiah Valley Medical Center,106231396,Hip Fracture,3.2,1,33,As Expected,-123.20363,39.1528
2014,Mendocino,Ukiah Valley Medical Center,106231396,Heart Failure,2.7,6,121,As Expected,-123.20363,39.1528
2014,Mendocino,Ukiah Valley Medical Center,106231396,GI Hemorrhage,0,0,67,As Expected,-123.20363,39.1528
2014,Mendocino,Ukiah Valley Medical Center,106231396,Espophageal Resection,.,.,.,As Expected,-123.20363,39.1528
2014,Mendocino,Ukiah Valley Medical Center,106231396,Craniotomy,.,.,.,As Expected,-123.20363,39.1528
2014,Mendocino,Ukiah Valley Medical Center,106231396,Acute Stroke Hemorrhagic,.,.,.,As Expected,-123.20363,39.1528
2014,Mendocino,Ukiah Valley Medical Center,106231396,Acute Stroke,8.6,6,63,As Expected,-123.20363,39.1528
2014,Mendocino,Ukiah Valley Medical Center,106231396,AMI,12.8,4,10,As Expected,-123.20363,39.1528
2014,Mendocino,Ukiah Valley Medical Center,106231396,Acute Stroke Ischemic,4.4,5,62,As Expected,-123.20363,39.1528
2014,Mendocino,Ukiah Valley Medical Center,106231396,AAA Repair,.,.,.,As Expected,-123.20363,39.1528
2014,Mendocino,Ukiah Valley Medical Center,106231396,Carotid Endarterectomy,0,0,7,As Expected,-123.20363,39.1528
2014,Mendocino,Ukiah Valley Medical Center,106231396,Acute Stroke Subarachnoid,.,.,.,As Expected,-123.20363,39.1528
2014,Mendocino,Ukiah Valley Medical Center,106231396,Pneumonia,2.3,4,141,As Expected,-123.20363,39.1528
2014,Merced,Memorial Hospital Los Banos,106240924,GI Hemorrhage,.,.,.,As Expected,-120.86147,37.06273
2014,Merced,Memorial Hospital Los Banos,106240924,Pneumonia,1.8,1,37,As Expected,-120.86147,37.06273
2014,Merced,Memorial Hospital Los Banos,106240924,Pancreatic Other,.,.,.,As Expected,-120.86147,37.06273
2014,Merced,Memorial Hospital Los Banos,106240924,Pancreatic Cancer,.,.,.,As Expected,-120.86147,37.06273
2014,Merced,Memorial Hospital Los Banos,106240924,Pancreatic Resection,.,.,.,As Expected,-120.86147,37.06273
2014,Merced,Memorial Hospital Los Banos,106240924,PCI,.,.,.,As Expected,-120.86147,37.06273
2014,Merced,Memorial Hospital Los Banos,106240924,Hip Fracture,.,.,.,As Expected,-120.86147,37.06273
2014,Merced,Memorial Hospital Los Banos,106240924,Heart Failure,3,4,63,As Expected,-120.86147,37.06273
